gene_ID subst L_accius P_sennae L_sinapis C_cecrops D_plexippus H_melpomene P_machaon B_mori
XM_004925006.2 dS.dnd 0.500629 0.484857 0.647291 0.669845 0.601225 0.671596 0.432451 0.362386
XM_004925007.2 dN.dnd 0.0938299 0.0428993 0.0797775 0.0917399 0.0667589 0.0596691 0.0769474 0.0484761
XM_004925007.2 dS.dnd 0.625339 0.434706 0.589933 0.65121 0.631566 0.527365 0.625933 0.327813
XM_004925010.2 dN.dnd 0.0667316 0.314942 0.0989775 0.317261 0.136578 0.0743419 0.09958 0.048481
XM_004925010.2 dS.dnd 0.457864 0.482187 0.610778 0.586461 0.480685 0.576681 0.645374 0.365548
XM_004925011.2 dN.dnd 0.00956052 0.00527402 0.00809676 0.0100079 0.00521712 0.00389604 0.0119387 0.0064424
XM_004925011.2 dS.dnd 0.596258 0.424021 0.611759 0.660484 0.562855 0.596379 0.596403 0.363034
XM_004925013.2 dS.dnd 0.619652 0.473231 0.604659 0.663983 0.637135 0.640191 0.572164 0.318988
XM_004925013.2 dN.dnd 0.167163 0.105679 0.164708 0.156879 0.170263 0.178144 0.146402 0.109021
XM_004925016.2 dN.dnd 0.0587793 0.0569855 0.0448074 0.0492654 0.0617908 0.0625492 0.0725126 0.0340221
XM_004925016.2 dS.dnd 0.538383 0.414743 0.548682 0.555921 0.562176 0.601992 0.501774 0.334954
XM_004925031.2 dS.dnd 0.578848 0.479659 0.558514 0.643082 0.547933 0.5584 0.64164 0.341491
XM_004925031.2 dN.dnd 0.0993993 0.0560671 0.0671303 0.099706 0.0813897 0.0552292 0.063748 0.0577482
XM_004925044.2 dS.dnd 0.634863 0.365519 0.434409 0.564386 0.580565 0.605129 0.676384 0.266613
XM_004925044.2 dN.dnd 0.0642211 0.0427265 0.0596778 0.113839 0.0641982 0.0509033 0.0548371 0.0428368
XM_004925050.2 dN.dnd 0.0607658 0.0371256 0.0573518 0.0905613 0.0572934 0.030391 0.0355362 0.0461356
XM_004925050.2 dS.dnd 0.659888 0.409501 0.537858 0.670502 0.648671 0.56273 0.538056 0.315297
XM_004925051.2 dN.dnd 0.0199909 0.0135374 0.0295779 0.0122253 0.0281537 0.0310651 0.0363687 0.0473914
XM_004925051.2 dS.dnd 0.463663 0.346332 0.572863 0.492858 0.5555 0.619306 0.492133 0.318839
XM_004925052.2 dS.dnd 0.687852 0.496628 0.609002 0.676237 0.569548 0.611098 0.622739 0.346087
XM_004925052.2 dN.dnd 0.082353 0.0492857 0.0886777 0.145564 0.0881249 0.0965761 0.108411 0.101329
XM_004925058.1 dN.dnd 0.0477951 0.029889 0.0712107 0.0332593 0.0970061 0.0438188 0.0752937 0.0393537
XM_004925058.1 dS.dnd 0.530281 0.521859 0.660763 0.628909 0.506691 0.713869 0.567768 0.305367
XM_004925071.2 dS.dnd 0.697686 0.500019 0.620832 0.731028 0.61991 0.689503 0.61625 0.340213
XM_004925071.2 dN.dnd 0.0511858 0.0284106 0.0807763 0.0498884 0.0361991 0.0415663 0.0392587 0.0520434
XM_004925076.2 dS.dnd 0.607386 0.475912 0.661613 0.65135 0.624405 0.583506 0.680403 0.336004
XM_004925076.2 dN.dnd 0.036561 0.0304037 0.0580252 0.0537807 0.0438582 0.0454242 0.0576561 0.0507531
XM_004925077.2 dS.dnd 0.449545 0.371958 0.508239 0.512704 0.514633 0.518855 0.550158 0.268314
XM_004925077.2 dN.dnd 0.00643647 0.00414926 0.000783181 0.0063925 0.0051027 0.00245625 0.0400668 0.014051
XM_004925088.2 dS.dnd 0.388827 0.449758 0.601375 0.469539 0.306005 0.585017 0.571396 0.378104
XM_004925088.2 dN.dnd 0.00562102 0.00529799 0.000830944 0.0165224 0.0384508 0.00631257 0.000492658 0.00461877
XM_004925109.2 dN.dnd 0.0894263 0.0535313 0.0688001 0.108813 0.0808553 0.0620166 0.0799502 0.0400682
XM_004925109.2 dS.dnd 0.635062 0.441599 0.633611 0.626767 0.571932 0.549053 0.596659 0.334898
XM_004925110.2 dN.dnd 0.0642173 0.0310947 0.0250813 0.0611383 0.051319 0.0695611 0.0978792 0.0233985
XM_004925110.2 dS.dnd 0.428265 0.428167 0.541223 0.473467 0.424731 0.601687 0.568581 0.215575
XM_004925119.2 dN.dnd 0.0815293 0.0674066 0.0722229 0.0836951 0.0909658 0.0419028 0.151508 0.0858565
XM_004925119.2 dS.dnd 0.595033 0.582406 0.585911 0.710019 0.559763 0.548441 0.634262 0.342534
XM_004925120.2 dS.dnd 0.590469 0.43777 0.420154 0.595886 0.531762 0.571975 0.541291 0.292911
XM_004925120.2 dN.dnd 0.0438293 0.0306868 0.0260781 0.0907837 0.0305203 0.0299573 0.059562 0.0238843
XM_004925126.2 dS.dnd 0.526162 0.379759 0.552666 0.619212 0.531287 0.549628 0.5441 0.26643
XM_004925126.2 dN.dnd 0.067383 0.0464206 0.0609518 0.0580232 0.0817815 0.0592875 0.0943705 0.0442309
XM_004925133.2 dN.dnd 0.0489941 0.0481976 0.0418989 0.0725716 0.0364781 0.0345842 0.0430094 0.0541276
XM_004925133.2 dS.dnd 0.624508 0.520742 0.596131 0.641759 0.620583 0.563628 0.581245 0.339215
XM_004925137.2 dS.dnd 0.576621 0.444383 0.601445 0.595694 0.51884 0.525408 0.584475 0.321405
XM_004925137.2 dN.dnd 0.0535679 0.0173522 0.0374126 0.0313278 0.0480117 0.0311356 0.044242 0.0182937
XM_004925141.2 dN.dnd 0.0235188 0.007506 0.0275032 0.0154699 0.0210737 0.0181135 0.0201877 0.0143134
XM_004925141.2 dS.dnd 0.561385 0.437431 0.60564 0.591884 0.536363 0.550818 0.54755 0.343469
XM_004925143.2 dS.dnd 0.710101 0.350396 0.577708 0.689123 0.611483 0.35131 0.546255 0.351758
XM_004925143.2 dN.dnd 0.0476426 0.0131279 0.0643796 0.0300809 0.0535375 0.0244784 0.0362656 0.0321138
XM_004925145.2 dS.dnd 0.589137 0.470198 0.616477 0.611607 0.603278 0.584071 0.525383 0.334734
XM_004925145.2 dN.dnd 0.0742341 0.0651556 0.158588 0.11266 0.107594 0.0821865 0.0967806 0.0546122
XM_004925147.2 dN.dnd 0.0930615 0.11171 0.110444 0.122463 0.0763398 0.0824459 0.101414 0.0695149
XM_004925147.2 dS.dnd 0.61106 0.506344 0.556112 0.610967 0.518763 0.550185 0.54153 0.316446
XM_004925153.2 dS.dnd 0.587273 0.472019 0.645845 0.680225 0.613462 0.597959 0.557135 0.339284
XM_004925153.2 dN.dnd 0.00508537 0.00724508 0.0124788 0.00326165 0.0122859 0.0149824 0.00535972 0.00794417
XM_004925161.2 dS.dnd 0.558324 0.499197 0.55889 0.653218 0.600651 0.463553 0.572919 0.290421
XM_004925161.2 dN.dnd 0.140234 0.0818 0.0829086 0.190945 0.105503 0.0940003 0.130888 0.0734673
XM_004925166.2 dS.dnd 0.520986 0.477733 0.595165 0.625689 0.561684 0.550739 0.587056 0.330124
XM_004925166.2 dN.dnd 0.0733325 0.0619779 0.0439173 0.0623462 0.079831 0.0577767 0.10811 0.044888
XM_004925167.2 dS.dnd 0.526662 0.459935 0.565207 0.666349 0.533735 0.435302 0.528849 0.299669
XM_004925167.2 dN.dnd 0.074808 0.067465 0.0925362 0.169666 0.0735077 0.0629617 0.0957851 0.0621916
XM_004925170.2 dS.dnd 0.634167 0.476541 0.561289 0.610306 0.601845 0.523203 0.539684 0.372236
XM_004925170.2 dN.dnd 0.046918 0.0338726 0.0384367 0.0619306 0.0309211 0.0295468 0.0344204 0.024971
XM_004925178.2 dS.dnd 0.606152 0.462626 0.616729 0.798509 0.621268 0.602506 0.644828 0.371267
XM_004925178.2 dN.dnd 0.174246 0.10266 0.15339 0.223868 0.143503 0.146039 0.149871 0.0881211
XM_004925196.2 dS.dnd 0.556758 0.572089 0.531272 0.603596 0.586692 0.628237 0.601508 0.352893
XM_004925196.2 dN.dnd 0.0761674 0.0690604 0.0722498 0.0614698 0.0576509 0.0459904 0.0653597 0.0530709
XM_004925198.2 dS.dnd 0.486737 0.40919 0.523513 0.593176 0.523313 0.586079 0.559522 0.272116
XM_004925198.2 dN.dnd 0.10338 0.0844844 0.101972 0.105182 0.122692 0.0879491 0.102092 0.0444803
XM_004925200.2 dN.dnd 0.058019 0.0539023 0.0473792 0.0960547 0.0549601 0.0694287 0.0470965 0.0403198
XM_004925200.2 dS.dnd 0.548399 0.510295 0.574822 0.642204 0.53788 0.591314 0.595564 0.312922
XM_004925201.1 dN.dnd 0.0213722 0.0113625 0.0219139 0.0164633 0.0178061 0.0146054 0.014374 0.0192376
XM_004925201.1 dS.dnd 0.508831 0.518637 0.560864 0.650924 0.562493 0.682959 0.533039 0.272147
XM_004925204.2 dS.dnd 0.642108 0.444521 0.655347 0.689637 0.531299 0.579577 0.595315 0.339919
XM_004925204.2 dN.dnd 0.0398719 0.0196225 0.0375843 0.0332691 0.0292422 0.0206808 0.0369 0.0208979
XM_004925205.1 dS.dnd 0.540251 0.388114 0.473799 0.66036 0.562322 0.574445 0.607972 0.306285
XM_004925205.1 dN.dnd 0.0236473 0.0164523 0.0223988 0.0242568 0.0255494 0.0294592 0.0353515 0.015048
XM_004925208.2 dN.dnd 0.102206 0.0393026 0.0863902 0.109299 0.0714723 0.0526383 0.0842581 0.0491468
XM_004925208.2 dS.dnd 0.615681 0.498694 0.587569 0.643921 0.642338 0.568956 0.578754 0.34465
XM_004925210.2 dN.dnd 0.106007 0.0523241 0.0641797 0.0784385 0.0863982 0.0733948 0.0796896 0.0425565
XM_004925210.2 dS.dnd 0.521521 0.371131 0.574574 0.486036 0.550128 0.591289 0.510008 0.309683
XM_004925215.2 dS.dnd 0.512575 0.467113 0.586261 0.590592 0.526983 0.617808 0.570198 0.293855
XM_004925215.2 dN.dnd 0.082247 0.0648877 0.0718013 0.103934 0.0884231 0.0612058 0.0770603 0.0672952
XM_004925218.1 dN.dnd 0.153409 0.0810759 0.0874687 0.0926986 0.0776694 0.0557775 0.0876152 0.0518494
XM_004925218.1 dS.dnd 0.572385 0.481719 0.574909 0.689587 0.560521 0.591698 0.600553 0.3712
XM_004925223.2 dN.dnd 0.0971954 0.0704311 0.0817577 0.186128 0.0959614 0.0714258 0.0878028 0.0709963
XM_004925223.2 dS.dnd 0.653475 0.47852 0.575702 0.612482 0.563416 0.568119 0.636791 0.330783
XM_004925224.2 dN.dnd 0.0515631 0.034645 0.0822095 0.0624581 0.0503378 0.0746551 0.0656203 0.0392511
XM_004925224.2 dS.dnd 0.669107 0.410151 0.594612 0.672665 0.507426 0.511542 0.593358 0.295426
XM_004925226.2 dS.dnd 0.639527 0.508347 0.617741 0.712733 0.642 0.528165 0.658631 0.309148
XM_004925226.2 dN.dnd 0.0528307 0.0195114 0.05077 0.0765428 0.0360327 0.0387867 0.0377543 0.046784
XM_004925237.2 dS.dnd 0.515809 0.395539 0.634049 0.609957 0.540069 0.708709 0.534536 0.315974
XM_004925237.2 dN.dnd 0.0833714 0.0432692 0.101924 0.0564168 0.0486018 0.0767283 0.0807505 0.0608729
XM_004925242.2 dS.dnd 0.52286 0.393615 0.605174 0.544399 0.581277 0.485117 0.541921 0.359502
XM_004925242.2 dN.dnd 0.0572588 0.0436874 0.0566371 0.0644461 0.0523589 0.071113 0.0588385 0.0550664
XM_004925244.2 dS.dnd 0.607154 0.4859 0.639453 0.644959 0.539962 0.615574 0.629576 0.333163
XM_004925244.2 dN.dnd 0.0928702 0.100865 0.137648 0.134659 0.0700461 0.0818131 0.134808 0.0594094
XM_004925264.2 dN.dnd 0.0215838 0.0149452 0.0293025 0.0622654 0.0228721 0.0177294 0.030518 0.01958
XM_004925264.2 dS.dnd 0.522996 0.502772 0.655184 0.605076 0.588793 0.650759 0.567643 0.357095
XM_004925267.2 dS.dnd 0.55667 0.461011 0.584028 0.663878 0.573895 0.525112 0.622767 0.325795
XM_004925267.2 dN.dnd 0.0371571 0.0264774 0.0462014 0.0506868 0.039314 0.0293825 0.0427834 0.0262526
XM_004925281.2 dS.dnd 0.639222 0.506797 0.622416 0.697458 0.541614 0.516637 0.589647 0.310769
XM_004925281.2 dN.dnd 0.0687286 0.05464 0.0854965 0.102614 0.0708937 0.0383274 0.0910187 0.0558191
XM_004925285.2 dN.dnd 0.0521247 0.0302308 0.0618944 0.0627858 0.0423056 0.0301851 0.0483103 0.0417231
XM_004925285.2 dS.dnd 0.532749 0.410236 0.536223 0.611186 0.542538 0.589344 0.63968 0.290666
XM_004925286.2 dS.dnd 0.549244 0.450322 0.586094 0.595754 0.654005 0.590461 0.57139 0.303489
XM_004925286.2 dN.dnd 0.0314431 0.0267141 0.0540095 0.0414669 0.0321113 0.0223746 0.0360529 0.0387663
XM_004925287.2 dS.dnd 0.599704 0.411169 0.58322 0.603065 0.605999 0.488144 0.562641 0.313545
XM_004925287.2 dN.dnd 0.0332317 0.00967209 0.0135785 0.0226989 0.0135491 0.0293533 0.0158829 0.0140947
XM_004925288.2 dS.dnd 0.647465 0.439745 0.549239 0.801245 0.424505 0.580721 0.497961 0.306449
XM_004925288.2 dN.dnd 0.0269354 0.0290095 0.0201083 0.0968062 0.010199 0.0109738 0.0291188 0.0152065
XM_004925289.2 dS.dnd 0.559983 0.446663 0.59727 0.687093 0.578793 0.548029 0.608356 0.304265
XM_004925289.2 dN.dnd 0.0730589 0.0345922 0.0600632 0.0632879 0.0787097 0.0435117 0.0535167 0.0290662
XM_004925290.1 dS.dnd 0.612314 0.567126 0.686903 0.661334 0.546654 0.481754 0.598669 0.325822
XM_004925290.1 dN.dnd 0.101412 0.0640749 0.108711 0.139014 0.0775665 0.0684687 0.112061 0.0720181
XM_004925304.2 dS.dnd 0.6044 0.477375 0.551388 0.627891 0.617728 0.571542 0.605943 0.352678
XM_004925304.2 dN.dnd 0.0477514 0.0210379 0.0331546 0.0579685 0.0167069 0.0439775 0.0205834 0.0124052
XM_004925315.2 dS.dnd 0.612064 0.467266 0.642757 0.659701 0.691637 0.57298 0.567488 0.329363
XM_004925315.2 dN.dnd 0.0945591 0.0419156 0.0695007 0.102218 0.204906 0.276 0.107771 0.0408496
XM_004925326.2 dS.dnd 0.346624 0.3005 0.489389 0.626027 0.463261 0.540915 0.413445 0.35959
XM_004925326.2 dN.dnd 0.116295 0.0515159 0.124855 0.304447 0.12578 0.134401 0.137833 0.0900325
XM_004925327.2 dS.dnd 0.557263 0.430254 0.577604 0.613909 0.589815 0.565646 0.621611 0.334685
XM_004925327.2 dN.dnd 0.028713 0.0261498 0.0469152 0.0465265 0.0324738 0.0228004 0.0122947 0.013458
XM_004925341.2 dN.dnd 0.0583663 0.0244619 0.0611046 0.040748 0.033127 0.0372266 0.0455125 0.0301986
XM_004925341.2 dS.dnd 0.425576 0.413 0.513577 0.456343 0.558842 0.619929 0.584918 0.307316
XM_004925344.2 dS.dnd 0.685927 0.42484 0.479137 0.665103 0.541527 0.453617 0.576032 0.340751
XM_004925344.2 dN.dnd 0.029853 0.00161029 0.00188205 0.0262895 0.0191452 0.000739694 0.0338137 0.0137947
XM_004925356.2 dN.dnd 0.0687826 0.0745812 0.0952343 0.109057 0.089954 0.0543673 0.0836233 0.0460635
XM_004925356.2 dS.dnd 0.581392 0.485674 0.635386 0.626951 0.618924 0.535092 0.576959 0.321417
XM_004925359.2 dN.dnd 0.0489496 0.0355176 0.0611008 0.0670838 0.0505481 0.038183 0.0532581 0.0349981
XM_004925359.2 dS.dnd 0.57701 0.455516 0.580956 0.652519 0.583035 0.525842 0.564192 0.311819
XM_004925360.2 dS.dnd 0.648456 0.471267 0.655757 0.643735 0.635801 0.564914 0.544327 0.328953
XM_004925360.2 dN.dnd 0.0417877 0.0294685 0.0386242 0.0455159 0.0564548 0.0287065 0.0395402 0.0322679
XM_004925361.2 dS.dnd 0.60486 0.457864 0.610698 0.658523 0.575323 0.517231 0.554069 0.305376
XM_004925361.2 dN.dnd 0.0495975 0.0212348 0.0298872 0.0372514 0.0306088 0.0242771 0.0295457 0.0173604
XM_004925365.2 dN.dnd 0.055976 0.0177202 0.0641393 0.0981228 0.0404305 0.0254849 0.0613071 0.0341107
XM_004925365.2 dS.dnd 0.615387 0.488796 0.66366 0.656366 0.596689 0.589715 0.656955 0.318968
XM_004925368.2 dS.dnd 0.56422 0.427208 0.532397 0.713384 0.685604 0.565421 0.55232 0.318749
XM_004925368.2 dN.dnd 0.0183066 0.00550708 0.0478125 0.00915636 0.031252 0.0333782 0.0173088 0.0173523
XM_004925377.2 dS.dnd 0.588759 0.523605 0.601158 0.646898 0.588928 0.607461 0.617037 0.275648
XM_004925377.2 dN.dnd 0.07265 0.0599341 0.0858007 0.0887879 0.115322 0.0618895 0.0836439 0.0557718
XM_004925380.1 dS.dnd 0.564032 0.445296 0.547333 0.643738 0.560974 0.487999 0.567522 0.338942
XM_004925380.1 dN.dnd 0.12274 0.0437876 0.0880974 0.107707 0.0681585 0.0628179 0.0996601 0.063029
XM_004925383.2 dN.dnd 0.0142707 0.00634232 0.021972 0.0362585 0.0167797 0.0119068 0.0500566 0.01483
XM_004925383.2 dS.dnd 0.531652 0.4311 0.547739 0.526204 0.511145 0.451372 0.543777 0.349597
XM_004925384.2 dN.dnd 0.0765473 0.0414482 0.0535359 0.14075 0.095203 0.0898995 0.0984943 0.0536116
XM_004925384.2 dS.dnd 0.558601 0.466501 0.575793 0.666379 0.621308 0.527923 0.683563 0.336932
XM_004925387.2 dS.dnd 0.551112 0.449582 0.661789 0.613879 0.554823 0.592473 0.609533 0.367342
XM_004925387.2 dN.dnd 0.034955 0.0271691 0.0305216 0.06083 0.0272657 0.0266934 0.0415347 0.0282841
XM_004925392.2 dN.dnd 0.083949 0.052193 0.076426 0.108676 0.0255975 0.0592867 0.114441 0.0109136
XM_004925392.2 dS.dnd 0.281351 0.297535 0.512 0.40588 0.454832 0.492923 0.424177 0.112439
XM_004925396.1 dS.dnd 0.726883 0.454647 0.575449 0.604312 0.634702 0.577048 0.547339 0.332623
XM_004925396.1 dN.dnd 0.11939 0.073937 0.0843155 0.126891 0.0948749 0.0604861 0.114274 0.0579006
XM_004925398.2 dS.dnd 0.366339 0.540197 0.613461 0.410299 0.582606 0.583518 0.47718 0.300669
XM_004925398.2 dN.dnd 0.0190461 0.347436 0.0347943 0.032774 0.0162281 0.0279932 0.031543 0.0183748
XM_004925410.2 dN.dnd 0.0641412 0.0360434 0.0499667 0.105482 0.04102 0.0910888 0.145956 0.0318541
XM_004925410.2 dS.dnd 0.594944 0.435187 0.629398 0.680556 0.52672 0.587676 0.573478 0.264617
XM_004925412.2 dS.dnd 0.722404 0.466507 0.596451 0.613545 0.508656 0.514484 0.573689 0.30727
XM_004925412.2 dN.dnd 0.105458 0.0790036 0.0611332 0.0762234 0.0435566 0.0367686 0.171322 0.0409354
XM_004925415.2 dS.dnd 0.547007 0.497126 0.559094 0.58865 0.560818 0.572168 0.643711 0.330874
XM_004925415.2 dN.dnd 0.048185 0.0418592 0.0476851 0.0637156 0.0812623 0.0917538 0.127689 0.0312584
XM_004925416.2 dN.dnd 0.0513525 0.028632 0.0427115 0.0775647 0.0811958 0.0477637 0.0632594 0.0388596
XM_004925416.2 dS.dnd 0.564648 0.518817 0.67194 0.559437 0.605374 0.534833 0.52058 0.329381
XM_004925419.2 dN.dnd 0.029662 0.0285656 0.0238783 0.0231853 0.0667318 0.0183621 0.0525683 0.0453406
XM_004925419.2 dS.dnd 0.613843 0.485837 0.504076 0.582477 0.735592 0.493827 0.471431 0.319547
XM_004925420.2 dS.dnd 0.549115 0.574783 0.567063 0.616113 0.626615 0.525817 0.467245 0.313703
XM_004925420.2 dN.dnd 0.0232095 0.0118823 0.0204703 0.0442471 0.0332021 0.0150596 0.0285507 0.0108155
XM_004925423.2 dN.dnd 0.0483919 0.0350099 0.0583643 0.0827259 0.0551005 0.0412143 0.0531819 0.0429213
XM_004925423.2 dS.dnd 0.547051 0.414453 0.535247 0.566775 0.534014 0.441866 0.511729 0.323515
XM_004925424.2 dN.dnd 0.0381648 0.0400917 0.0441129 0.0530721 0.0468774 0.0352811 0.0298621 0.0416754
XM_004925424.2 dS.dnd 0.499709 0.348722 0.510946 0.572996 0.52488 0.497635 0.548586 0.295738
XM_004925426.2 dS.dnd 0.619298 0.387631 0.595189 0.559755 0.645388 0.518227 0.495182 0.329926
XM_004925426.2 dN.dnd 0.0525049 0.0481148 0.0889286 0.105828 0.0766595 0.0770753 0.0678027 0.0569728
XM_004925434.2 dN.dnd 0.0590722 0.0461427 0.0769434 0.0769523 0.058786 0.0564936 0.0933612 0.0353384
XM_004925434.2 dS.dnd 0.599216 0.466241 0.594844 0.662185 0.581927 0.542887 0.605388 0.320582
XM_004925435.2 dN.dnd 0.0115309 0.0191842 0.0279374 0.0264274 0.0287541 0.0164176 0.0132657 0.016957
XM_004925435.2 dS.dnd 0.601138 0.478472 0.561249 0.645905 0.598496 0.597023 0.58156 0.341058
XM_004925438.2 dS.dnd 0.604128 0.449508 0.577528 0.669861 0.524414 0.544773 0.647513 0.317907
XM_004925438.2 dN.dnd 0.0315229 0.0123205 0.0209176 0.037799 0.0264635 0.0249274 0.025805 0.026216
XM_004925439.2 dS.dnd 0.656303 0.400277 0.584893 0.568536 0.58011 0.605897 0.566531 0.332921
XM_004925439.2 dN.dnd 0.0499514 0.0306944 0.0356454 0.0679488 0.0637247 0.0459981 0.0510762 0.031353
XM_004925463.1 dN.dnd 0.0694666 0.0549345 0.0792013 0.0854798 0.0668631 0.0564835 0.0514487 0.0312225
XM_004925463.1 dS.dnd 0.459053 0.50615 0.526479 0.724727 0.489891 0.613095 0.499902 0.33417
XM_004925467.2 dS.dnd 0.55217 0.460524 0.639759 0.627813 0.562525 0.499499 0.575946 0.317954
XM_004925467.2 dN.dnd 0.0927135 0.0623491 0.0929423 0.126166 0.096689 0.0872258 0.0847198 0.0524361
XM_004925470.2 dS.dnd 0.586932 0.502113 0.601031 0.715533 0.620042 0.639226 0.63513 0.422705
XM_004925470.2 dN.dnd 0.0353123 0.00790555 0.012129 0.0358149 0.0570008 0.0199315 0.0537343 0.0264551
XM_004925476.2 dS.dnd 0.657714 0.436558 0.515261 0.663841 0.558007 0.52265 0.536409 0.332073
XM_004925476.2 dN.dnd 0.0171038 0.0135651 0.0364124 0.0347068 0.0239016 0.0246475 0.0257652 0.0141905
XM_004925480.2 dS.dnd 0.624783 0.458454 0.581358 0.812058 0.58723 0.584796 0.596918 0.351172
XM_004925480.2 dN.dnd 0.0318158 0.01621 0.0413787 0.0289995 0.0207961 0.0373819 0.0240828 0.0200122
XM_004925488.2 dS.dnd 0.526093 0.417695 0.545469 0.672127 0.571187 0.531575 0.557096 0.318475
XM_004925488.2 dN.dnd 0.0139793 0.0216247 0.0173169 0.0391045 0.0263998 0.0172557 0.0212806 0.021983
XM_004925493.2 dN.dnd 0.035762 0.00879558 0.0179423 0.0176821 0.00804134 0.0200386 0.0199703 0.0248209
XM_004925493.2 dS.dnd 0.515595 0.492915 0.583451 0.631336 0.563269 0.555349 0.574582 0.316184
XM_004925495.2 dN.dnd 0.0228669 0.0135819 0.027779 0.0280163 0.019022 0.0381824 0.0206566 0.0162678
XM_004925495.2 dS.dnd 0.605082 0.44941 0.587683 0.650445 0.57785 0.526601 0.535238 0.317186
XM_004925509.2 dN.dnd 0.0598377 0.10142 0.00989661 0.0355606 0.0110332 0.0100039 0.0409211 0.0226236
XM_004925509.2 dS.dnd 0.526402 0.439536 0.527902 0.571073 0.586606 0.545069 0.523911 0.316455
XM_004925517.2 dN.dnd 0.0814319 0.0701734 0.0566618 0.10413 0.064104 0.0656693 0.0497147 0.0611699
XM_004925517.2 dS.dnd 0.511262 0.405624 0.616335 0.638283 0.495841 0.456503 0.452522 0.363722
XM_004925518.2 dN.dnd 0.0696478 0.391101 0.036192 0.0625154 0.0323619 0.0204637 0.0294161 0.0264878
XM_004925518.2 dS.dnd 0.608908 0.518969 0.604565 0.659648 0.581156 0.602189 0.48867 0.341048
XM_004925519.2 dN.dnd 0.0214059 0.0202843 0.0197486 0.0465973 0.0275572 0.0281448 0.0354225 0.0263912
XM_004925519.2 dS.dnd 0.554386 0.385822 0.522669 0.52638 0.568715 0.5691 0.607541 0.333204
XM_004925521.2 dS.dnd 0.583032 0.498332 0.593684 0.738956 0.605368 0.531447 0.594956 0.353055
XM_004925521.2 dN.dnd 0.0828314 0.0464032 0.067074 0.117427 0.0700834 0.0559941 0.0831608 0.0444319
XM_004925533.2 dN.dnd 0.100128 0.0804484 0.100242 0.106994 0.0704014 0.0764073 0.0911628 0.0590499
XM_004925533.2 dS.dnd 0.603329 0.47467 0.591242 0.762318 0.627547 0.530292 0.576738 0.32788
XM_004925545.2 dS.dnd 0.624829 0.454782 0.631813 0.615541 0.558308 0.550333 0.581121 0.331627
XM_004925545.2 dN.dnd 0.0261183 0.0170264 0.0245823 0.0326803 0.0177068 0.0153755 0.0240007 0.0147347
XM_004925547.2 dN.dnd 0.0307971 0.0130713 0.0271554 0.0307316 0.0257017 0.01612 0.0276173 0.0249277
XM_004925547.2 dS.dnd 0.592531 0.453747 0.631011 0.715283 0.610714 0.514575 0.600118 0.33774
XM_004925567.2 dS.dnd 0.453724 0.46681 0.520461 0.525042 0.553766 0.52267 0.518279 0.326686
XM_004925567.2 dN.dnd 0.072307 0.06832 0.0907864 0.212909 0.0857859 0.0760278 0.0859304 0.0645958
XM_004925568.1 dS.dnd 0.543516 0.444582 0.522472 0.502645 0.498511 0.665208 0.5749 0.401001
XM_004925568.1 dN.dnd 0.0521177 0.0461209 0.07636 0.064704 0.0692303 0.0438078 0.0519439 0.0475548
XM_004925569.2 dS.dnd 0.575087 0.450247 0.653219 0.631782 0.557788 0.549967 0.668318 0.341907
XM_004925569.2 dN.dnd 0.10027 0.0551678 0.0888458 0.139252 0.0795303 0.0597651 0.0922669 0.0582561
XM_004925580.2 dS.dnd 0.546096 0.470308 0.599055 0.707526 0.53265 0.513421 0.581793 0.337003
XM_004925580.2 dN.dnd 0.0837278 0.0727307 0.0798422 0.124074 0.0890174 0.0723303 0.0730605 0.0495976
XM_004925610.2 dN.dnd 0.0123364 0.0196199 0.0332685 0.0224872 0.0225125 0.0231535 0.0216718 0.0139851
XM_004925610.2 dS.dnd 0.619001 0.442977 0.624313 0.651402 0.560363 0.490236 0.610078 0.329253
XM_004925619.2 dN.dnd 0.0463927 0.0321125 0.0561224 0.0750565 0.0432689 0.0552734 0.0428683 0.0235564
XM_004925619.2 dS.dnd 0.492065 0.438487 0.622063 0.635813 0.448867 0.441854 0.448231 0.262153
XM_004925644.1 dS.dnd 0.677887 0.459605 0.59841 0.731185 0.58219 0.54986 0.59068 0.335612
XM_004925644.1 dN.dnd 0.0517774 0.0335597 0.0692043 0.0417106 0.0714941 0.0534976 0.0580007 0.0488762
XM_004925646.1 dN.dnd 0.000332713 0.000213096 0.0108027 0.00587445 0.000384175 0.00031562 0.000367941 0.000359376
XM_004925646.1 dS.dnd 0.201257 0.451832 0.3747 0.232587 0.428134 0.38283 0.341718 0.395177
XM_004925656.2 dN.dnd 0.00888639 0.0119165 0.0107403 0.0170654 0.0073272 0.0048059 0.00779831 0.012075
