GeneID  node1 L_accius node2 node3 P_sennae L_sinapis node4 C_cecrops node5 D_plexippus H_melpomene P_machaon B_mori
XM_004921957.2  0.04063 0.10276 0.11697 999.00000 0.05640 0.03310 0.00010 0.07618 0.09268 0.09670 0.00600 0.05235 0.04596
XM_004921959.2  0.03755 0.01471 175.49716 385.24969 0.00891 0.02771 0.00544 0.03639 0.03620 0.02662 0.01805 0.03291 0.03905
XM_004921961.2  320.13167 0.20152 999.00000 0.00089 0.00115 0.00236 999.00000 0.11243 0.08113 0.10178 0.10374 0.08766 0.04130
XM_004921975.2  148.20984 0.00774 999.00000 0.00400 0.00777 0.01862 999.00000 0.03393 999.00000 0.01460 0.00836 0.01126 0.01634
XM_004921982.2  999.00000 0.34736 999.00000 378.08453 0.24232 0.04499 0.00010 0.01841 999.00000 0.03814 0.01420 0.00266 0.03990
XM_004921993.2  999.00000 0.09290 0.00029 999.00000 0.01816 0.01409 907.73248 0.00106 999.00000 0.01680 0.01841 0.10684 0.03292
XM_004921995.1  0.00857 0.14340 16.43065 0.02143 0.02466 0.00203 0.00494 0.02075 0.00696 0.00995 0.07677 0.00183 0.04729
XM_004922013.2  999.00000 0.04675 509.76031 0.03781 0.03360 0.04009 999.00000 0.05443 0.04651 0.03118 0.03878 0.02902 0.05045
XM_004922014.2  499.36974 0.02407 279.25870 0.01749 0.04617 0.02844 211.39813 0.03161 976.23629 0.01346 0.03030 0.01048 0.01345
XM_004922020.2  3.77915 0.04364 0.00481 2.00379 0.05394 0.02421 0.35591 0.02494 0.00289 0.00189 0.02594 0.06134 0.01046
XM_004922024.2  35.90745 0.15288 0.00010 0.00788 0.00899 0.04546 0.00010 0.01452 42.60248 0.02462 0.00010 0.10907 0.00035
XM_004922031.2  999.00000 0.04182 999.00000 0.01588 0.03868 0.02385 999.00000 0.12604 0.01424 0.05792 0.06030 0.03218 0.05379
XM_004922032.2  999.00000 0.02681 999.00000 999.00000 0.02118 0.04719 999.00000 0.02795 0.03424 0.04449 0.10920 0.03004 0.01098
XM_004922038.1  999.00000 0.03363 0.02513 0.02293 748.99182 0.00513 999.00000 0.04075 999.00000 0.04233 0.01963 0.02323 0.10628
XM_004922040.2  136.92322 0.04148 411.11818 94.76876 0.01713 0.03635 70.18805 0.01091 100.91775 0.00954 0.01043 0.07223 0.00104
XM_004922045.2  0.00010 0.00803 0.00865 0.01867 0.01342 0.01147 0.01553 0.04779 0.00010 0.04446 0.01314 0.00455 0.02387
XM_004922049.2  0.07127 0.02614 0.02905 0.02972 0.02343 0.02390 999.00000 0.04208 0.01433 0.01583 0.01736 0.02124 0.02696
XM_004922050.2  0.00010 0.00010 0.00010 33.20469 4.65098 0.00010 0.00010 0.00010 0.00010 0.00010 0.35790 0.00010 0.00010
XM_004922052.2  0.00010 1.51438 0.00010 0.02701 0.00010 0.55544 0.00891 0.05436 290.47665 0.00158 0.00010 0.00275 0.18854
XM_004922060.2  0.09090 0.02726 0.06457 999.00000 0.02716 0.11466 91.83627 0.04737 0.02332 0.03189 0.07943 0.09086 0.04308
XM_004922068.2  0.00010 0.02183 0.00010 0.00010 999.00000 0.01698 0.32734 0.33764 0.00010 999.00000 0.00010 0.00010 999.00000
XM_004922076.2  999.00000 0.03555 0.02190 999.00000 0.00715 0.01680 999.00000 0.02511 0.06144 0.00902 0.01044 0.06559 0.01202
XM_004922084.1  0.03420 0.02018 0.02294 0.05760 0.02511 0.05915 0.00010 0.07114 0.01348 0.00968 0.01424 0.02053 0.01849
XM_004922090.2  999.00000 0.06949 0.01315 0.06162 0.07470 0.06913 0.00010 0.06253 0.00481 162.59381 0.01176 0.03522 0.01133
XM_004922097.2  0.00132 0.00229 0.00038 0.00010 0.00010 6.33763 0.00152 241.33076 0.39986 113.40255 0.00155 0.00010 6.60941
XM_004922098.2  999.00000 0.00010 0.00010 999.00000 0.00010 0.01211 0.00010 0.01013 0.00010 0.01851 999.00000 159.41000 0.00390
XM_004922102.1  34.39154 1.03493 0.01432 0.11152 0.01723 0.30246 29.88807 38.74742 0.00060 0.00156 0.03304 0.00201 0.55804
XM_004922105.2  8.22120 0.03477 97.09943 0.02833 0.06691 0.02645 741.22292 0.00103 152.19929 0.03717 0.02020 0.02786 0.00928
XM_004922109.2  999.00000 0.07268 136.14983 0.09604 0.07255 0.05786 999.00000 0.06626 0.01176 100.36894 0.01138 0.01229 0.05094
XM_004922110.2  658.25640 0.02578 902.60229 0.00060 0.01957 0.16355 746.81468 0.01005 999.00000 0.01040 0.02108 0.06012 0.00221
XM_004922111.2  0.00546 999.00000 0.00010 0.02190 999.00000 0.00623 999.00000 0.02809 0.00010 0.00959 0.02264 0.00877 0.00206
XM_004922114.2  0.97249 0.00814 0.00010 3.56385 0.01248 0.02604 0.00010 0.00590 0.00195 0.00961 0.00113 0.00342 0.03019
XM_004922115.2  999.00000 0.00936 0.00010 0.01376 0.14720 0.00344 999.00000 0.00524 999.00000 0.00189 0.04900 0.00996 0.01094
XM_004922123.1  4.51967 0.05812 0.00278 2.45590 0.05085 0.00255 0.80083 0.04598 0.04639 0.07648 0.04269 0.26473 0.06359
XM_004922124.2  0.00010 0.00039 0.00010 0.00010 0.00016 0.00330 0.00010 0.00617 0.00117 0.00136 3.39430 0.00575 14.01811
XM_004922125.2  999.00000 0.00580 999.00000 999.00000 0.12512 0.03396 999.00000 0.06430 999.00000 0.03162 0.04171 0.05728 0.02823
XM_004922131.2  34.26889 0.25297 5.79711 33.09005 0.00221 0.40164 16.74494 0.06238 0.00184 0.07904 0.00186 0.21886 0.00191
XM_004922139.2  0.06958 0.00478 999.00000 0.02273 0.09211 0.02548 999.00000 0.00187 999.00000 0.04980 0.01467 0.00273 999.00000
XM_004922140.2  999.00000 0.10355 999.00000 999.00000 0.04830 0.07831 2.92373 0.19622 0.12380 0.11520 0.13506 0.04201 0.00163
XM_004922151.2  0.00735 0.01695 0.00292 1.05558 0.01062 0.00603 0.00035 0.01392 0.00010 6.19143 0.00020 0.00555 0.00320
XM_004922158.2  999.00000 0.04579 999.00000 0.00010 0.04097 0.03151 0.00010 0.03099 0.00010 0.00130 0.07104 0.01353 0.00166
XM_004922168.2  1.79399 2.79571 0.01205 23.86521 0.24766 0.00348 15.26747 0.05593 3.63841 0.07317 0.04604 0.00356 0.09758
XM_004922187.2  0.01091 0.01284 999.00000 999.00000 0.04314 0.05147 0.00010 0.06552 999.00000 0.00939 0.00140 0.07732 0.04985
XM_004922188.2  0.02059 0.02341 0.00010 999.00000 0.01739 0.57416 0.00010 0.03246 0.01679 0.01942 999.00000 0.02544 498.82818
XM_004922191.2  0.00010 0.03463 0.00242 999.00000 0.01207 0.01420 0.01366 0.02029 999.00000 0.02034 0.07384 0.03167 0.02733
XM_004922193.2  588.31325 0.01617 0.01971 0.04426 0.01931 0.02969 385.11978 0.04940 218.02533 0.00913 0.01858 0.01137 0.06167
XM_004922201.2  0.03800 0.04926 0.05994 1.57363 0.01176 0.05055 0.51115 0.02833 1.28989 0.00120 0.02987 0.07484 0.03890
XM_004922202.2  0.00010 999.00000 0.00010 0.00010 0.06318 0.53915 0.00010 0.12944 0.05111 0.00126 0.02210 0.08128 0.00913
XM_004922203.2  0.00010 0.00010 0.00010 0.92776 0.00216 0.94259 0.93986 999.00000 0.00010 0.00010 0.00010 0.00010 0.00010
XM_004922220.2  0.00010 0.01556 0.00010 684.34717 0.00268 0.02091 291.46934 0.01558 0.00010 0.00319 0.00227 0.01261 0.01126
XM_004922246.2  999.00000 0.29996 1.66039 0.00010 0.00010 0.02162 0.00010 0.07164 650.85102 0.01733 0.00010 0.00095 0.00031
XM_004922311.2  0.01364 0.00375 941.95866 0.01835 999.00000 0.00749 0.06410 0.01017 999.00000 0.07062 0.02221 0.04841 0.09987
XM_004922314.2  2.15621 0.03042 8.53049 0.00292 0.04497 0.02589 2.24106 0.02887 0.03388 0.03137 0.03392 0.00055 0.02739
XM_004922315.2  0.00010 0.00527 999.00000 15.18961 0.00010 0.02409 0.00010 0.02601 0.00010 0.01389 0.01094 0.01032 0.00451
XM_004922318.2  47.45057 0.13260 41.91112 0.00187 0.01718 181.21234 0.00010 0.37893 0.00010 1.06834 0.00212 0.03621 0.43511
XM_004922326.2  999.00000 0.05162 999.00000 999.00000 0.02694 0.03346 999.00000 0.00214 999.00000 0.05678 0.06692 0.16423 0.03494
XM_004922329.2  0.00010 0.02161 0.00904 0.00883 0.02581 0.01216 30.60792 0.00938 0.00313 0.01061 0.03994 0.03095 0.01554
XM_004922331.2  999.00000 0.05372 999.00000 0.02480 0.02009 0.06712 999.00000 0.01313 999.00000 0.02895 0.03046 0.03629 0.04424
XM_004922334.2  999.00000 0.02731 0.00010 0.02687 0.01811 0.01787 999.00000 0.00610 0.00010 0.00927 0.01296 0.01525 0.02641
XM_004922335.1  0.02606 0.00639 999.00000 0.01061 0.01271 0.03619 0.00010 0.01291 0.07319 0.02340 0.02379 0.02520 0.02178
XM_004922336.1  0.53572 0.01055 1.68761 0.02541 0.00582 0.02421 4.64703 0.04745 0.01701 0.01499 0.00954 0.01331 0.00336
XM_004922344.2  0.00780 0.16415 3.09695 19.54611 0.03186 0.14840 0.00047 0.00995 62.74286 0.00219 0.00200 0.15096 0.04958
XM_004922345.2  254.40903 0.01593 0.00010 0.01377 0.04440 0.01965 0.00010 0.02594 0.01238 0.39477 0.00483 0.02006 0.01190
XM_004922349.2  201.41148 0.06360 0.13829 0.00245 0.05671 0.02816 283.83568 0.02578 0.00010 0.02149 0.00795 0.01240 0.04109
XM_004922350.2  0.04220 0.29005 999.00000 0.01318 0.06640 0.06279 542.61051 0.09119 0.00010 0.05389 0.06810 0.02177 0.04520
XM_004922353.2  0.44874 0.72897 0.44612 0.75511 0.38012 0.35006 0.39430 0.40509 0.42680 0.35549 0.46733 0.69112 0.70089
XM_004922359.2  0.07272 0.01953 0.00010 0.05019 0.01594 0.01964 0.05879 0.03722 0.01656 0.02301 0.01164 0.01827 0.03099
XM_004922369.2  999.00000 0.03490 999.00000 129.95331 0.04243 0.03962 999.00000 0.01040 999.00000 0.01295 0.03685 0.06566 0.06252
XM_004922372.2  0.00119 0.00054 61.65133 58.99230 0.05581 0.00082 0.00010 0.00158 79.42485 0.02134 0.00063 0.00477 20.41169
XM_004922391.2  45.95363 0.02683 999.00000 0.06110 0.01705 0.04465 0.06118 0.04137 0.03741 0.03799 0.07287 0.06760 0.02796
XM_004922393.2  999.00000 0.00981 727.58504 0.00187 0.03133 999.00000 0.00010 0.00134 266.72774 0.03031 0.07679 0.05908 0.00066
XM_004922394.2  0.03646 0.05029 999.00000 0.01388 0.04614 0.02683 624.92901 0.03811 317.57318 0.10135 0.01605 0.06039 0.01268
XM_004922402.2  0.00736 0.00741 2.58344 0.00850 0.00812 0.01590 26.88617 0.01746 0.01768 0.00879 0.04034 0.00068 5.05601
XM_004922403.1  315.68414 0.01998 630.30956 457.52539 0.02627 0.01960 513.10397 0.03603 0.00704 0.01199 0.01409 0.01217 0.01459
XM_004922407.2  999.00000 0.02307 0.00010 799.61837 0.00104 0.02460 999.00000 0.04015 999.00000 0.03811 0.10303 0.03949 0.00135
XM_004922408.1  0.00763 0.29080 0.00010 999.00000 0.22905 0.06493 0.00010 0.00135 999.00000 0.05017 0.04369 999.00000 0.01891
XM_004922417.2  999.00000 0.05740 999.00000 0.25918 0.06004 0.11451 999.00000 0.06815 0.04501 0.03614 0.09821 0.20479 0.03698
XM_004922419.1  999.00000 0.01733 998.74635 457.35692 0.02238 0.00096 999.00000 0.05611 999.00000 0.01998 0.00040 0.01360 0.01850
XM_004922420.2  0.00010 0.01451 0.00010 0.02535 0.00092 0.04043 0.06321 0.03707 0.08299 0.01660 0.05729 0.02403 0.00719
XM_004922424.2  0.00010 0.07328 189.30513 18.79498 0.10437 0.00239 0.00010 0.84929 13.02150 0.01644 249.15273 0.08867 0.02426
XM_004922448.2  999.00000 0.02432 0.03475 999.00000 0.03718 0.03358 999.00000 0.03728 999.00000 0.02414 0.03678 0.03118 0.04582
XM_004922460.2  999.00000 0.07876 999.00000 999.00000 0.16482 0.51337 999.00000 0.34258 0.00010 0.00431 0.00010 0.32690 0.00010
XM_004922462.2  999.00000 0.03882 999.00000 0.00549 0.02448 0.67907 999.00000 0.63997 0.00422 0.16297 0.07144 0.21649 0.04982
XM_004922463.2  577.44011 0.04476 0.11486 999.00000 0.02664 0.04749 999.00000 0.02448 0.03913 0.02697 0.03720 0.02275 0.04905
XM_004922465.2  0.05521 0.00026 0.00059 150.66310 0.02787 0.00574 999.00000 0.00734 0.02690 31.09344 0.00122 696.63917 0.01064
XM_004922466.2  0.00087 0.03157 999.00000 999.00000 0.00760 0.02532 329.76762 0.01810 0.00074 0.01616 999.00000 0.03260 0.12211
XM_004922468.2  0.05522 0.02628 999.00000 0.01049 999.00000 0.00107 0.00010 0.01840 0.00010 0.01755 0.01544 0.01461 0.03817
XM_004922469.2  999.00000 0.08300 999.00000 0.01972 0.03988 0.04753 438.98374 0.06416 0.01914 0.09239 0.02275 0.03747 0.01441
XM_004922471.1  999.00000 0.00238 999.00000 0.00023 0.01063 0.13753 999.00000 0.10398 660.99105 0.04882 0.02177 0.03893 0.19741
XM_004922474.2  0.00010 0.06304 0.01010 999.00000 999.00000 0.06514 0.01778 0.04430 999.00000 0.02716 999.00000 0.01112 999.00000
XM_004922475.2  0.06672 0.07017 999.00000 0.02721 0.00592 0.04270 999.00000 0.05875 0.00452 0.00039 588.64438 0.02678 0.06193
XM_004922479.1  0.00010 0.12708 999.00000 999.00000 0.02963 0.00280 999.00000 999.00000 0.00010 0.00121 0.06038 0.09621 0.07569
XM_004922498.2  999.00000 0.01444 0.03837 0.05156 0.03665 0.02783 0.07216 0.02151 999.00000 0.01791 0.01732 0.01837 0.03900
XM_004922499.2  0.02534 0.03116 999.00000 0.08399 0.01414 0.04864 999.00000 0.02927 999.00000 0.03546 0.03919 0.01991 0.02054
XM_004922512.2  0.15589 0.03579 999.00000 0.10205 0.04181 0.09245 0.05454 0.12726 0.01699 0.07216 0.03347 0.04861 0.07827
XM_004922514.2  7.56397 0.00148 0.00010 54.50640 0.00642 0.27520 3.17777 0.03373 0.00021 0.00111 0.01196 0.01781 0.05163
XM_004922515.2  143.37255 0.01448 0.00030 444.25439 890.28537 0.02731 0.00386 0.02672 999.00000 0.03860 0.00956 599.70706 0.00259
XM_004922517.2  0.05605 0.02880 0.09349 0.03855 0.13038 0.04063 0.00010 0.05441 0.02588 0.02342 0.03498 0.03141 0.02660
XM_004922518.2  64.61854 0.07616 221.62352 0.08732 0.04714 0.04384 0.07079 0.03312 0.07121 0.03957 0.02884 0.02520 0.05898
XM_004922520.2  999.00000 0.05042 999.00000 999.00000 0.00993 0.02193 999.00000 0.02702 999.00000 0.03724 0.03965 0.02461 0.04892
XM_004922522.2  93.12795 0.01037 0.00842 999.00000 0.01010 0.02332 0.00487 0.01084 0.01092 0.01426 0.00579 0.01652 0.01920
XM_004922523.2  0.00010 0.05886 0.00016 6.99119 0.00062 0.00185 6.64182 45.47727 1.60073 0.01662 0.02697 0.00536 9.61629
XM_004922528.2  0.00010 0.06954 999.00000 999.00000 0.02616 0.01751 999.00000 0.04142 999.00000 0.00055 0.00453 0.01139 0.02386
XM_004922529.2  999.00000 0.00530 761.81062 0.01061 0.00642 0.06809 999.00000 0.00584 0.01575 0.02367 0.00885 0.02163 0.01946
XM_004922534.2  999.00000 0.00109 999.00000 999.00000 0.05792 0.05132 0.00010 0.02630 999.00000 0.03600 0.00062 0.01488 0.02700
XM_004922535.2  999.00000 0.01344 0.00010 0.00732 0.04353 0.02664 999.00000 0.01042 0.00010 0.05037 0.01623 0.00694 0.04064
XM_004922536.1  999.00000 0.00535 0.00010 999.00000 0.04094 0.02362 0.00010 0.01956 999.00000 0.01666 0.00520 0.00986 0.02060
XM_004922545.2  999.00000 0.03770 0.00010 0.14723 0.05543 0.02104 999.00000 0.05469 999.00000 0.06792 0.06858 0.03999 0.04312
XM_004922559.1  354.03608 0.12121 999.00000 999.00000 0.03749 0.02928 0.00010 0.10339 0.00518 0.02037 0.03482 0.00715 0.01472
XM_004922561.1  341.10557 0.02954 123.68391 0.02013 0.06400 0.03704 24.97613 0.08415 124.92132 0.01512 0.03263 0.00160 0.04287
XM_004922568.2  999.00000 0.04620 999.00000 999.00000 0.01427 0.03278 0.00516 0.02431 999.00000 0.02030 0.00489 0.00789 0.08682
XM_004922571.1  0.06014 0.03901 0.20329 0.00010 0.01861 0.02654 0.00010 0.06555 0.01497 0.03049 0.19788 0.10884 0.01411
XM_004922574.1  545.65602 0.01051 0.00010 999.00000 0.00306 0.02362 512.24642 0.00699 0.01740 0.00971 0.01400 0.01350 0.01918
XM_004922575.2  0.06357 0.03143 0.00255 0.16175 0.03273 0.02938 6.25320 0.00239 0.22241 0.07058 0.01904 0.06011 0.03350
XM_004922587.2  363.41588 0.04319 0.08117 0.19343 0.01253 0.12528 170.75581 0.03058 999.00000 0.03404 0.02047 0.07706 0.00103
XM_004922591.1  0.00010 0.04008 174.89867 226.57553 0.01954 0.03142 999.00000 0.06594 250.71680 0.03760 0.02315 0.05165 0.02154
XM_004922592.2  0.10175 0.02995 0.00010 999.00000 0.01927 0.09974 999.00000 0.02582 835.18710 0.00183 0.00857 999.00000 0.06057
XM_004922600.2  0.00314 999.00000 0.00356 0.01960 0.03116 0.02327 414.28100 0.11351 0.00592 0.01778 0.01395 0.02669 0.03974
XM_004922602.1  754.55558 0.05185 0.00010 166.20592 0.05703 0.01067 0.03002 0.06746 0.04255 0.02844 0.01163 0.01786 0.01962
XM_004922605.1  0.00990 0.03789 978.22220 0.03790 0.04461 0.05344 0.00010 0.07355 0.46098 0.04159 0.02861 0.08446 0.08424
XM_004922606.2  999.00000 0.04602 0.06814 999.00000 0.02921 0.08459 999.00000 0.05619 0.00010 0.01146 0.12936 0.06943 0.03848
XM_004922612.2  0.02293 0.07907 23.26778 9.96482 0.01792 0.02708 0.69344 0.01427 0.10960 0.03272 0.01635 0.04074 0.02826
XM_004922617.2  0.22425 0.02269 36.71882 32.01881 0.00039 0.02884 0.00010 0.00068 34.53392 0.04615 0.00150 0.03590 0.03240
XM_004922618.2  0.08410 0.01899 0.01412 15.31967 31.49352 0.00065 28.14756 0.00313 17.43673 0.00100 0.01871 23.48604 0.01159
XM_004922628.2  0.05603 0.01774 0.07612 0.04659 0.00589 0.01426 0.00010 0.02049 0.00010 0.00894 0.01613 0.01430 0.01955
XM_004922629.2  865.05292 0.05325 0.01464 0.04845 0.13861 0.00137 0.05254 0.09708 0.05909 0.12828 0.01441 0.04602 0.02747
XM_004922631.1  177.07520 0.01533 0.00010 0.02905 0.02412 0.03991 999.00000 0.02562 999.00000 0.01903 0.04360 0.02441 0.08346
XM_004922632.2  0.11224 0.06488 0.16008 0.18355 0.05386 0.09341 0.12340 0.12371 0.04534 0.09549 0.05033 0.12594 0.13588
XM_004922634.1  0.00010 82.66949 0.00010 0.04711 0.20512 0.00179 0.00010 0.11007 0.12313 0.00213 0.05312 0.03137 0.04920
XM_004922644.2  0.00010 0.01309 999.00000 0.00010 0.00010 0.02211 0.00010 0.00010 0.00010 0.03888 0.01351 0.00010 0.03805
XM_004922654.2  43.90876 0.02587 135.38844 0.05356 0.02707 0.04043 0.09164 0.03944 529.34467 0.01811 0.02890 0.05090 0.01453
XM_004922666.2  156.40308 0.01177 425.22665 0.04277 0.01731 0.00721 999.00000 0.00691 0.01729 0.01554 0.01442 0.01335 0.01306
XM_004922671.2  999.00000 0.04909 0.02931 0.01885 0.05143 0.04781 0.02549 0.05221 0.00879 0.04975 0.02455 0.03355 0.04546
XM_004922673.2  0.00011 0.02612 8.80320 10.84358 0.04166 0.03580 0.00010 0.00088 11.86787 0.04588 0.00128 0.00129 0.02549
XM_004922675.2  999.00000 0.02204 999.00000 999.00000 0.02984 0.02369 999.00000 0.05237 0.00010 0.01658 0.00701 0.00573 0.02062
XM_004922676.2  0.04651 0.03544 0.00017 0.04495 0.01399 0.26401 999.00000 0.04306 999.00000 0.01785 0.07379 0.10165 0.01417
XM_004922679.2  0.00010 0.42809 1.04686 0.00062 0.00639 0.02943 0.00026 0.11657 2.54960 0.03672 0.06858 0.31726 0.00310
XM_004922682.2  0.00010 0.00772 0.00010 0.02722 0.00064 0.04649 551.01121 0.04036 0.00010 0.01952 0.08860 0.03174 999.00000
XM_004922686.2  160.50350 0.40955 0.00010 0.00337 405.65802 0.00181 0.00010 0.18803 0.00426 0.04930 0.00103 0.00206 0.15973
XM_004922687.2  0.38287 0.01320 27.91097 0.07996 0.00603 0.04270 0.01652 0.05838 0.00591 0.03595 0.01432 0.01833 0.02222
XM_004922688.1  0.00010 999.00000 0.00243 618.29093 0.00972 0.00474 0.00010 999.00000 0.00010 0.00295 624.23419 0.00753 0.04792
XM_004922690.2  0.33297 0.09994 999.00000 0.51098 0.06216 0.09002 0.13246 0.09496 999.00000 0.06528 0.18986 0.05652 0.04809
XM_004922693.2  999.00000 0.03730 0.01387 0.09902 0.01319 0.02678 0.00010 0.07892 0.04012 0.01679 0.01534 0.03447 0.02919
XM_004922694.2  0.00010 0.01316 5.49917 0.76791 0.01277 0.00022 0.00010 0.04313 0.04679 0.04680 0.01406 0.03240 0.02329
XM_004922696.2  0.00010 0.01968 0.00010 0.00010 0.03806 0.00340 0.00010 0.00418 0.00738 451.78042 0.00455 0.00010 0.02164
XM_004922697.2  0.00010 0.00253 112.22892 0.00010 0.08268 0.00568 50.23283 999.00000 0.00510 0.00037 0.00031 0.00883 0.00073
XM_004922700.1  20.16289 0.00663 14.42873 0.00891 0.06770 0.00857 4.50001 0.01970 0.02971 0.18029 0.01219 0.00434 0.01162
XM_004922711.2  0.08230 0.03175 0.01159 0.03272 0.02857 0.00386 999.00000 0.02415 999.00000 0.01943 0.02470 0.04346 0.04198
XM_004922723.2  0.00010 0.00602 0.00010 0.00010 0.00283 0.00242 0.00010 0.09207 0.00010 999.00000 0.19458 0.00679 999.00000
XM_004922724.2  733.62661 0.03669 999.00000 999.00000 0.05442 0.00190 636.16851 0.06756 999.00000 0.05516 0.03871 0.04069 0.11138
XM_004922752.2  999.00000 0.03838 0.00010 0.07634 0.02996 0.03100 999.00000 0.09715 0.00010 0.02788 0.03588 0.06493 0.03570
XM_004922757.2  999.00000 0.03619 999.00000 999.00000 0.07944 0.03032 999.00000 0.06019 999.00000 0.04645 0.06240 0.10349 0.02258
XM_004922762.2  36.60869 0.01616 0.32542 31.01396 0.03098 0.04562 0.02025 0.02322 0.13381 0.01132 0.02111 0.03077 0.00047
XM_004922764.2  999.00000 0.01949 0.00010 0.00010 0.01927 0.01478 0.00010 0.03187 999.00000 0.00293 0.03159 0.03476 0.00397
XM_004922767.2  0.45501 0.03934 0.00010 0.16281 0.04549 0.07212 999.00000 0.04813 0.00010 0.06713 0.04948 0.05393 0.05541
XM_004922769.2  0.02275 0.03410 0.06845 0.02656 0.04316 0.03670 999.00000 0.02234 0.06634 0.03524 0.04734 0.03197 0.02682
XM_004922774.2  0.01046 0.00486 0.00010 0.00010 0.00877 0.04615 999.00000 0.01537 999.00000 0.01990 0.08269 999.00000 0.00756
XM_004922775.2  0.00010 0.00833 0.17592 0.11955 0.01144 0.03479 999.00000 0.05310 870.91184 0.01800 0.00854 0.00858 0.04218
XM_004922779.2  270.39648 0.03430 0.03733 0.00726 0.00674 0.03389 954.68026 0.04878 999.00000 0.01583 0.02733 0.08948 0.01400
XM_004922783.2  999.00000 0.01424 999.00000 0.00123 0.00325 0.01096 0.00010 0.01768 999.00000 0.00237 0.00257 0.03329 0.02962
XM_004922786.1  12.06199 0.02096 0.00065 4.90554 0.03353 0.03409 14.57358 0.04166 0.00010 0.07900 0.01423 0.03234 0.00387
XM_004922787.2  999.00000 0.04167 999.00000 0.05265 0.02617 0.04691 999.00000 0.09019 24.95907 0.03981 0.03356 0.04260 0.05018
XM_004922794.2  999.00000 0.07551 999.00000 999.00000 0.09001 0.09372 999.00000 0.11852 459.75667 0.05475 0.06994 0.09149 0.23489
XM_004922817.2  999.00000 0.01148 999.00000 999.00000 0.02761 0.02670 999.00000 0.03899 138.96104 0.03372 0.04628 0.02343 0.00224
XM_004922822.1  999.00000 0.07597 0.02873 0.03205 0.04381 0.13773 0.02924 0.24763 999.00000 0.04248 0.16195 0.10603 0.00590
XM_004922828.2  0.10799 0.00148 0.00010 4.82869 0.00097 0.04768 0.01283 0.02372 3.86559 12.89026 0.00209 0.00136 0.00256
XM_004922829.2  0.03885 0.01836 999.00000 0.03064 0.02039 0.09485 0.00217 0.03231 141.68423 0.07737 0.06814 0.05875 0.02717
XM_004922833.2  0.00010 0.00531 72.25506 622.97734 0.02037 0.06182 0.00010 0.06390 238.78515 0.03348 0.02416 0.00374 0.09272
XM_004922837.2  654.36171 0.06578 0.08548 999.00000 0.07117 0.04078 999.00000 0.10421 0.16254 0.04367 0.09508 0.10499 0.05873
XM_004922838.2  44.34056 0.00085 999.00000 489.52137 0.00467 0.00637 0.00016 63.14122 0.00010 0.01393 49.88778 206.42700 0.00839
XM_004922840.2  33.45622 0.02256 0.00383 999.00000 0.01788 0.02496 0.00010 0.03145 0.00010 0.01036 0.01152 0.00618 0.03725
XM_004922853.2  999.00000 0.00010 0.00010 999.00000 999.00000 999.00000 0.00010 0.00010 999.00000 325.07581 346.59683 0.00010 5.08583
XM_004922855.2  999.00000 0.06807 999.00000 999.00000 0.01816 0.07927 0.00010 0.10323 999.00000 0.12057 0.03533 0.02579 0.02863
XM_004922856.1  0.00010 0.02581 999.00000 0.00010 0.00952 0.00682 0.00010 0.02304 999.00000 0.00010 0.01153 0.00308 0.01586
