GeneID B_mori C_ce GeneIDcce D_pl GeneIDdpl H_mel GeneIDhmel L_ac GeneIDlac L_sin GeneIDlsin P_ma GeneIDpma P_se GeneIDpse
XM_004921800.2 50.884 46.510 cce13954.3.mRNA 46.663 DPOGS204202-TA 42.720 HMEL038061g1.t1 53.309 lac217.31.mRNA 48.003 leptidea_sinapisT00000002978 51.635 KPJ18117.1 49.549 pse560.26
XM_004921804.2 56.630 57.741 cce3282.3.mRNA 56.452 DPOGS204155-TA 57.015 HMEL004124g1.t1 56.779 lac217.36.mRNA 56.452 leptidea_sinapisT00000016842 56.614 KPJ18120.1 58.507 pse560.22
XM_004921805.2 47.654 43.799 cce3282.4.mRNA 52.594 DPOGS204204-TA 48.220 HMEL004125g1.t1 51.728 lac217.37.mRNA 41.602 leptidea_sinapisT00000001362 51.446 KPJ18121.1 40.302 pse560.21
XM_004921810.2 56.528 58.113 cce3282.6.mRNA 54.306 DPOGS204151-TA 58.393 HMEL004636g1.t1 56.469 lac217.39.mRNA 54.702 leptidea_sinapisT00000007771 56.877 KPJ18124.1 56.696 pse560.17
XM_004921814.2 48.538 46.110 cce303334.3.mRNA 51.809 DPOGS215536-TA 44.541 HMEL003437g1.t1 50.475 lac1065.7.mRNA 53.367 leptidea_sinapisT00000001216 42.568 KPJ19175.1 47.187 pse363.1
XM_004921823.2 57.231 54.703 cce1852.21.mRNA 56.909 DPOGS211330-TA 60.569 HMEL016477g1.t1 50.622 lac162097.27.mRNA 59.965 leptidea_sinapisT00000014324 57.155 KPJ18153.1 58.453 pse1123.23
XM_004921832.2 57.913 44.557 cce1806.12.mRNA 56.281 DPOGS204175-TA 60.129 HMEL037917g1.t1 60.710 lac448.7.mRNA 57.951 leptidea_sinapisT00000007643 55.349 KPJ18049.1 52.347 pse5384.7
XM_004921840.2 46.845 57.365 cce633.10.mRNA 59.924 DPOGS214626-TA 54.580 HMEL037884g1.t1 57.607 lac3137.7.mRNA 56.790 leptidea_sinapisT00000003151 54.210 KPJ10055.1 55.621 pse6297.7
XM_004921845.2 54.329 50.462 cce3094.8.mRNA 50.661 DPOGS214574-TA 59.198 HMEL037946g1.t1 55.671 lac1010.7.mRNA 58.037 leptidea_sinapisT00000006692 55.587 KPJ18082.1 51.697 pse2358.16
XM_004921853.2 47.133 44.688 cce1546.21.mRNA 45.268 DPOGS204197-TA 39.244 HMEL009905g1.t1 53.010 lac217.22.mRNA 51.882 leptidea_sinapisT00000016806 49.035 KPJ10081.1 53.811 pse560.35
XM_004921863.2 58.701 55.586 cce3282.18.mRNA 61.000 DPOGS211295-TA 58.505 HMEL002371g1.t1 60.813 lac162097.2.mRNA 52.720 leptidea_sinapisT00000006543 60.180 KPJ18135.1 59.111 pse1123.2
XM_004921866.2 57.349 50.744 cce1852.6.mRNA 58.895 DPOGS211232-TA 58.322 HMEL037985g1.t1 51.976 lac162097.8.mRNA 54.454 leptidea_sinapisT00000012188 53.001 KPJ18140.1 60.004 pse1123.6
XM_004921874.2 55.463 43.237 cce6041.3.mRNA 56.834 DPOGS214774-TA 54.770 HMEL032730g1.t1 58.714 lac2152.24.mRNA 53.315 leptidea_sinapisT00000011635 60.593 KPJ08226.1 58.562 pse3388.24
XM_004921875.2 58.740 51.935 cce6041.2.mRNA 59.212 DPOGS214775-TA 54.390 HMEL032728g1.t1 55.543 lac2152.26.mRNA 57.531 leptidea_sinapisT00000016491 57.855 KPJ08228.1 57.945 pse3388.12
XM_004921883.2 56.250 59.786 cce15216.1.mRNA 54.188 DPOGS213306-TA 59.698 HMEL032716g1.t1 53.120 lac2152.37.mRNA 54.702 leptidea_sinapisT00000021024 50.499 KPJ08239.1 49.698 pse1140.1
XM_004921893.2 50.249 41.923 cce3882.3.mRNA 55.560 DPOGS200308-TA 51.616 HMEL013484g1.t1 58.581 lac1896.3.mRNA 58.122 leptidea_sinapisT00000011038 47.492 KPJ08261.1 59.621 pse2087.12
XM_004921900.2 54.734 46.038 cce303132.3.mRNA 54.895 DPOGS200301-TA 57.834 HMEL002917g1.t1 54.913 lac171.17.mRNA 56.441 leptidea_sinapisT00000010318 56.320 KPJ08269.1 49.360 pse2087.24
XM_004921907.2 56.063 41.004 cce1144.2.mRNA 55.596 DPOGS200299-TA 57.893 HMEL000056g1.t1 59.216 lac171.8.mRNA 47.250 leptidea_sinapisT00000015261 54.882 KPJ08285.1 53.419 pse762.9
XM_004921912.2 48.831 49.272 cce8439.15.mRNA 45.632 DPOGS200343-TA 40.713 HMEL032684g1.t1 51.877 lac745.18.mRNA 42.144 leptidea_sinapisT00000002214 45.271 KPJ08295.1 46.804 pse762.21
XM_004921913.1 36.071 37.330 cce8439.14.mRNA 54.658 DPOGS200292-TA 42.126 HMEL000045g1.t1 52.250 lac745.28.mRNA 52.935 leptidea_sinapisT00000011605 45.609 KPJ08296.1 43.625 pse762.22
XM_004921914.2 51.329 51.520 cce8439.9.mRNA 48.504 DPOGS200290-TA 48.477 HMEL000041-RA 56.619 lac745.15.mRNA 50.443 leptidea_sinapisT00000015582 49.011 KPJ08300.1 52.961 pse762.26
XM_004921916.2 58.681 50.953 cce8439.11.mRNA 56.455 DPOGS200344-TA 52.145 HMEL000043-RA 59.712 lac745.17.mRNA 59.663 leptidea_sinapisT00000013826 57.077 KPJ08298.1 57.649 pse762.24
XM_004921917.2 51.002 47.403 cce8439.12.mRNA 50.636 DPOGS200291-TA 41.467 HMEL000044g1.t1 61.000 lac259.12.mRNA 48.767 leptidea_sinapisT00000000927 46.545 KPJ08297.1 54.264 pse762.23
XM_004921918.2 44.980 44.246 cce8439.8.mRNA 44.439 DPOGS200346-TA 41.617 HMEL000040-RA 47.798 lac745.14.mRNA 43.473 leptidea_sinapisT00000007420 44.829 KPJ08306.1 42.980 pse762.27
XM_004921920.2 49.495 50.185 cce8439.7.mRNA 53.174 DPOGS200347-TA 55.913 HMEL000039-RA 57.505 lac745.13.mRNA 46.442 leptidea_sinapisT00000007486 46.809 KPJ08305.1 47.025 pse762.28
XM_004921921.2 50.117 55.036 cce8439.2.mRNA 57.659 DPOGS200352-TA 55.035 HMEL032680g1.t1 41.677 lac745.8.mRNA 49.622 leptidea_sinapisT00000000358 53.746 KPJ08307.1 55.595 pse762.32
XM_004921923.2 46.715 52.799 cce17331.3.mRNA 53.974 DPOGS200355-TA 46.305 HMEL000029g1.t1 55.870 lac83537.1.mRNA 58.696 leptidea_sinapisT00000012156 42.635 KPJ08312.1 46.256 pse6264.3
XM_004921924.2 54.414 61.000 cce17331.4.mRNA 36.023 DPOGS200285-TA 51.632 HMEL000028-RA 55.378 lac745.3.mRNA 50.209 leptidea_sinapisT00000014996 53.859 KPJ08313.1 54.074 pse6264.4
XM_004921925.2 56.967 40.457 cce303128.1.mRNA 58.362 DPOGS200358-TA 57.518 HMEL000025-RA 58.308 lac1844.1.mRNA 59.379 leptidea_sinapisT00000012461 58.352 KPJ08316.1 52.441 pse402.30
XM_004921929.2 53.543 42.252 cce10405.2.mRNA 39.164 DPOGS200361-TA 43.666 HMEL000024-RA 49.824 lac1844.6.mRNA 43.290 leptidea_sinapisT00000005095 53.943 KPJ08321.1 48.821 pse402.26
XM_004921933.2 47.859 44.226 cce836.7.mRNA 42.302 DPOGS200680-TA 45.220 HMEL036781g1.t1 49.545 lac380.49.mRNA 43.315 leptidea_sinapisT00000010258 44.451 KPJ18684.1 45.393 pse470.9
XM_004921936.2 59.667 61.000 cce4727.5.mRNA 58.897 DPOGS215034-TA 56.791 HMEL000010g1.t1 58.900 lac1844.20.mRNA 57.456 leptidea_sinapisT00000007419 61.000 KPJ08336.1 59.309 pse402.12
XM_004921938.2 61.000 54.713 cce4727.3.mRNA 54.914 DPOGS215035-TA 56.472 HMEL000007g1.t1 56.481 lac1844.22.mRNA 52.335 leptidea_sinapisT00000019399 60.411 KPJ08339.1 52.046 pse402.10
XM_004921939.1 50.404 46.574 cce8535.4.mRNA 43.536 DPOGS200364-TA 45.360 HMEL000017-RA 51.198 lac357.28.mRNA 45.974 leptidea_sinapisT00000003552 45.108 KPJ08329.1 39.919 pse402.18
XM_004921942.2 46.121 41.707 cce21339.2.mRNA 45.946 DPOGS215066-TA 44.479 HMEL032673g1.t1 47.452 lac65.10.mRNA 44.117 leptidea_sinapisT00000018679 41.239 KPJ08346.1 47.966 pse402.2
XM_004921949.2 56.750 43.624 cce2567.1.mRNA 57.541 DPOGS215047-TA 53.604 HMEL032668g1.t1 54.291 lac422.6.mRNA 54.552 leptidea_sinapisT00000007401 53.686 KPJ08358.1 57.040 pse2628.11
XM_004921952.1 53.268 44.491 cce46.3.mRNA 55.817 DPOGS215050-TA 60.285 HMEL002412g1.t1 51.346 lac422.14.mRNA 61.000 leptidea_sinapisT00000005983 56.633 KPJ08102.1 52.218 pse2628.6
XM_004921955.2 54.042 47.874 cce622.6.mRNA 52.557 DPOGS209386-TA 51.759 HMEL032642g1.t1 54.600 lac1031.5.mRNA 46.055 leptidea_sinapisT00000011959 56.025 KPJ18299.1 54.866 pse5022.7
XM_004921957.2 54.155 48.090 cce622.8.mRNA 45.578 DPOGS209387-TA 60.472 HMEL013108g1.t1 35.227 lac1031.4.mRNA 54.634 leptidea_sinapisT00000002503 40.565 KPJ18297.1 39.077 pse5022.5
XM_004921959.2 56.768 57.565 cce622.2.mRNA 55.878 DPOGS209384-TA 55.875 HMEL013113g1.t1 56.353 lac1031.10.mRNA 53.582 leptidea_sinapisT00000006441 53.781 KPJ18302.1 59.974 pse5022.11
XM_004921961.2 54.536 57.829 cce1777.7.mRNA 56.400 DPOGS209383-TA 46.768 HMEL013114g1.t1 57.362 lac1031.12.mRNA 51.341 leptidea_sinapisT00000010193 56.352 KPJ18304.1 56.634 pse5022.14
XM_004921975.2 58.413 44.480 cce19445.1.mRNA 59.345 DPOGS200318-TA 60.204 HMEL006363g1.t1 61.000 lac1896.7.mRNA 56.894 leptidea_sinapisT00000000129 59.465 KPJ08254.1 59.566 pse2087.8
XM_004921982.2 59.033 60.837 cce302009.2.mRNA 51.784 DPOGS200297-TA 47.496 HMEL032688g1.t1 59.384 lac171.4.mRNA 40.773 leptidea_sinapisT00000018468 49.866 KPJ08286.1 56.184 pse762.11
XM_004921993.2 58.015 49.444 cce10242.5.mRNA 57.788 DPOGS215068-TA 61.000 HMEL000003g1.t1 60.418 lac1844.24.mRNA 57.705 leptidea_sinapisT00000008540 59.748 KPJ08343.1 61.000 pse402.7
XM_004921995.1 56.236 55.948 cce21339.3.mRNA 59.055 DPOGS215040-TA 53.941 HMEL002016g1.t1 60.568 lac65.11.mRNA 61.000 leptidea_sinapisT00000013626 54.363 KPJ08345.1 57.123 pse402.3
XM_004922013.2 51.779 57.294 cce7414.2.mRNA 48.958 DPOGS215550-TA 45.694 HMEL034623g1.t1 48.831 lac2388.15.mRNA 45.528 leptidea_sinapisT00000013676 47.333 KPJ19178.1 49.621 pse2427.2
XM_004922014.2 50.948 59.997 cce8247.1.mRNA 49.651 DPOGS215540-TA 46.495 HMEL011622g1.t1 49.599 lac2388.13.mRNA 49.333 leptidea_sinapisT00000011634 50.998 KPJ19180.1 48.753 pse2427.3
XM_004922020.2 54.287 56.234 cce2068.4.mRNA 58.379 DPOGS210261-TA 48.663 HMEL003522g1.t1 57.740 lac161930.3.mRNA 50.362 leptidea_sinapisT00000018775 58.266 KPJ08943.1 57.410 pse2513.3
XM_004922024.2 56.242 48.831 cce1678.7.mRNA 41.838 DPOGS208219-TA 27.398 HMEL008688g1.t1 42.242 lac5048.2.mRNA 53.485 leptidea_sinapisT00000012750 31.841 KPJ12118.1 49.871 pse6115.3
XM_004922031.2 55.519 51.865 cce2599.4.mRNA 51.270 DPOGS208204-TA 51.043 HMEL012019g1.t1 58.811 lac705.8.mRNA 46.026 leptidea_sinapisT00000000847 52.798 KPJ12102.1 45.394 pse609.3
XM_004922032.2 58.667 48.370 cce2599.5.mRNA 55.151 DPOGS208205-TA 61.000 HMEL012018g1.t1 50.652 lac705.7.mRNA 49.640 leptidea_sinapisT00000014001 56.363 KPJ12101.1 56.714 pse609.2
XM_004922038.1 54.547 45.299 cce2873.18.mRNA 45.615 DPOGS200575-TA 52.414 HMEL016950g1.t1 50.908 lac7082.3.mRNA 61.000 leptidea_sinapisT00000001012 38.275 KPJ08927.1 59.984 pse8545.4
XM_004922040.2 46.456 49.057 cce3334.1.mRNA 46.877 DPOGS212562-TA 44.938 HMEL016621g1.t1 51.362 lac3899.4.mRNA 53.379 leptidea_sinapisT00000009056 47.554 KPJ09011.1 40.725 pse802.81
XM_004922045.2 53.722 55.339 cce2484.3.mRNA 56.023 DPOGS200794-TA 54.662 HMEL016953g1.t1 59.142 lac213.10.mRNA 57.496 leptidea_sinapisT00000000473 56.686 KPJ08931.1 53.541 pse87282.2
XM_004922049.2 54.226 59.169 cce1678.2.mRNA 43.378 DPOGS213227-TA 56.746 HMEL016966g1.t1 55.963 lac1634.20.mRNA 57.025 leptidea_sinapisT00000017923 57.851 KPJ07326.1 55.160 pse1154.4
XM_004922050.2 52.169 48.386 cce1678.1.mRNA 50.114 DPOGS213230-TA 59.717 HMEL016967g1.t1 58.744 lac1634.19.mRNA 42.036 leptidea_sinapisT00000009359 61.000 KPJ07324.1 31.248 pse1154.5
XM_004922052.2 48.650 48.673 cce1678.6.mRNA 51.703 DPOGS209857-TA 58.549 HMEL034595g1.t1 55.916 lac1634.17.mRNA 37.297 leptidea_sinapisT00000017135 55.753 KPJ07322.1 56.739 pse2065.2
XM_004922060.2 55.942 52.059 cce4712.1.mRNA 56.552 DPOGS215544-TA 55.880 HMEL003915g1.t1 53.676 lac2388.2.mRNA 55.372 leptidea_sinapisT00000003884 55.893 KPJ17228.1 56.029 pse13724.1
XM_004922068.2 58.770 44.394 cce2599.3.mRNA 55.971 DPOGS208203-TA 54.121 HMEL003577g1.t1 51.853 lac705.10.mRNA 57.421 leptidea_sinapisT00000007966 52.038 KPJ12103.1 53.196 pse609.4
XM_004922076.2 51.039 52.037 cce10970.7.mRNA 60.620 DPOGS200581-TA 58.045 HMEL009712g1.t1 57.403 lac7082.6.mRNA 55.128 leptidea_sinapisT00000020918 54.760 KPJ13529.1 49.405 pse4209.2
XM_004922084.1 57.756 46.028 cce1678.3.mRNA 58.715 DPOGS213231-TA 57.938 HMEL016965g1.t1 53.077 lac1634.22.mRNA 58.451 leptidea_sinapisT00000004551 59.372 KPJ07327.1 52.886 pse1154.3
XM_004922090.2 59.389 39.980 cce2527.7.mRNA 46.586 DPOGS209268-TA 61.000 HMEL037191g1.t1 52.500 lac7921.7.mRNA 37.611 leptidea_sinapisT00000019994 50.051 KPJ17499.1 41.283 pse1022.3
XM_004922097.2 47.881 37.079 cce4799.5.mRNA 55.697 DPOGS200505-TA 52.024 HMEL037195g1.t1 52.741 lac3609.3.mRNA 57.443 leptidea_sinapisT00000014151 54.039 KPJ17507.1 54.681 pse6349.1
XM_004922098.2 48.222 35.398 cce1487.3.mRNA 51.070 DPOGS200512-TA 57.141 HMEL017624g1.t1 46.950 lac3609.5.mRNA 61.000 leptidea_sinapisT00000007066 61.000 KPJ21381.1 60.188 pse975.3
XM_004922102.1 47.791 48.641 cce4508.2.mRNA 54.167 DPOGS200508-TA 52.234 HMEL017628g1.t1 39.203 lac4446.12.mRNA 60.459 leptidea_sinapisT00000004109 55.914 KPJ17512.1 55.962 pse975.8
XM_004922105.2 56.198 54.981 cce27135.3.mRNA 53.277 DPOGS212944-TA 51.463 HMEL010739g1.t1 61.000 lac235.1.mRNA 49.890 leptidea_sinapisT00000007516 53.426 KPJ14058.1 52.926 pse717.5
XM_004922109.2 50.168 44.841 cce9596.2.mRNA 56.424 DPOGS201326-TA 57.666 HMEL012404g1.t1 53.385 lac229.4.mRNA 55.936 leptidea_sinapisT00000005566 47.504 KPJ12234.1 55.268 pse2969.3
XM_004922110.2 56.532 48.818 cce20815.3.mRNA 54.198 DPOGS212945-TA 46.855 HMEL010738g1.t1 56.717 lac235.7.mRNA 50.864 leptidea_sinapisT00000012758 43.441 KPJ14055.1 57.646 pse717.13
XM_004922111.2 58.727 39.825 cce20815.4.mRNA 61.000 DPOGS206162-TA 59.890 HMEL010745g1.t1 61.000 lac235.8.mRNA 47.088 leptidea_sinapisT00000004770 39.160 KPJ14054.1 46.364 pse717.12
XM_004922114.2 51.648 57.005 cce9596.7.mRNA 54.482 DPOGS212949-TA 58.553 HMEL037189g1.t1 58.423 lac235.11.mRNA 55.164 leptidea_sinapisT00000015746 60.179 KPJ14050.1 55.379 pse717.9
XM_004922115.2 61.000 56.066 cce9596.3.mRNA 61.000 DPOGS212950-TA 50.113 HMEL037187g1.t1 60.733 lac229.5.mRNA 47.113 leptidea_sinapisT00000009193 54.766 KPJ14048.1 55.111 pse717.7
XM_004922123.1 61.000 45.829 cce2074.6.mRNA 54.191 DPOGS212955-TA 53.828 HMEL007183g1.t1 52.385 lac346.10.mRNA 42.238 leptidea_sinapisT00000004558 40.126 KPJ21652.1 46.786 pse717.40
XM_004922124.2 57.809 53.848 cce2074.10.mRNA 54.288 DPOGS212953-TA 53.608 HMEL007182g1.t1 50.607 lac346.9.mRNA 49.345 leptidea_sinapisT00000002222 55.918 KPJ21653.1 56.427 pse717.41
XM_004922125.2 56.917 48.293 cce133.6.mRNA 54.401 DPOGS205428-TA 38.583 HMEL010823g1.t1 52.576 lac270.35.mRNA 44.152 leptidea_sinapisT00000009818 43.767 KPJ07593.1 53.025 pse717.15
XM_004922131.2 53.730 55.202 cce219.4.mRNA 55.453 DPOGS209861-TA 57.218 HMEL022597-RA 56.841 lac936.37.mRNA 53.987 leptidea_sinapisT00000004277 53.218 KPJ12593.1 57.957 pse87399.1
XM_004922139.2 45.359 51.295 cce2527.9.mRNA 61.000 DPOGS210406-TA 53.329 HMEL022551g1.t1 48.244 lac808.6.mRNA 61.000 leptidea_sinapisT00000017808 46.846 KPJ13909.1 56.620 pse87399.4
XM_004922140.2 55.405 56.997 cce2527.8.mRNA 57.065 DPOGS210409-TA 51.555 HMEL011521g1.t1 56.520 lac808.5.mRNA 61.000 leptidea_sinapisT00000012825 45.398 KPJ13908.1 55.148 pse87399.5
XM_004922151.2 39.159 33.448 cce71.21.mRNA 34.683 DPOGS208107-TA 58.734 HMEL037226g1.t1 57.985 lac482.10.mRNA 53.004 leptidea_sinapisT00000015462 54.417 KPJ12599.1 51.242 pse17077.1
XM_004922158.2 51.259 34.433 cce487.1.mRNA 49.393 DPOGS214615-TA 58.179 HMEL037224g1.t1 53.933 lac1094.3.mRNA 60.597 leptidea_sinapisT00000009506 49.164 KPJ12589.1 50.749 pse1926.4
XM_004922168.2 56.152 52.809 cce3544.1.mRNA 53.376 DPOGS202396-TA 48.184 HMEL022594g1.t1 53.609 lac7165.8.mRNA 53.352 leptidea_sinapisT00000006469 50.208 KPJ19319.1 56.039 pse555.3
XM_004922187.2 59.209 49.539 cce1758.9.mRNA 57.275 DPOGS210649-TA 45.919 HMEL037251g1.t1 58.929 lac22811.3.mRNA 53.501 leptidea_sinapisT00000019457 52.864 KPJ19241.1 49.671 pse59.2
XM_004922188.2 58.352 49.589 cce18367.1.mRNA 56.644 DPOGS210650-TA 60.963 HMEL010801g1.t1 60.593 lac22811.2.mRNA 50.828 leptidea_sinapisT00000016309 56.213 KPJ19242.1 57.034 pse59.3
XM_004922191.2 51.441 47.597 cce1758.3.mRNA 52.431 DPOGS210654-TA 57.376 HMEL010793g1.t1 54.129 lac680.11.mRNA 59.353 leptidea_sinapisT00000021163 54.252 KPJ20150.1 57.024 pse59.5
XM_004922193.2 58.990 47.705 cce8692.4.mRNA 53.534 DPOGS210645-TA 55.158 HMEL010792g1.t1 55.874 lac680.10.mRNA 55.577 leptidea_sinapisT00000019679 50.947 KPJ20149.1 53.610 pse59.6
XM_004922201.2 54.033 56.831 cce8692.2.mRNA 50.807 DPOGS210660-TA 48.629 HMEL010786g1.t1 55.010 lac680.4.mRNA 50.820 leptidea_sinapisT00000012014 48.913 KPJ18387.1 57.177 pse2170.3
XM_004922202.2 53.192 43.962 cce306.19.mRNA 51.103 DPOGS213287-TA 40.701 HMEL016085g1.t1 49.523 lac565.6.mRNA 49.105 leptidea_sinapisT00000002846 49.484 KPJ19536.1 52.977 pse4938.4
XM_004922203.2 45.593 55.906 cce3428.5.mRNA 44.317 DPOGS209426-TA 53.383 HMEL015582g2.t1 53.965 lac6009.1.mRNA 57.610 leptidea_sinapisT00000000960 45.533 KPJ19322.1 51.702 pse4133.6
XM_004922220.2 61.000 60.004 cce8750.2.mRNA 55.269 DPOGS212308-TA 52.703 HMEL014412g1.t1 58.622 lac263.8.mRNA 55.126 leptidea_sinapisT00000019250 48.210 KPJ14022.1 55.773 pse2533.5
XM_004922246.2 45.865 49.121 cce2423.17.mRNA 56.669 DPOGS200683-TA 54.942 HMEL011533g1.t1 54.503 lac114.2.mRNA 50.770 leptidea_sinapisT00000001117 52.570 KPJ07591.1 42.564 pse1398.11
XM_004922311.2 52.162 44.956 cce49554.1.mRNA 49.667 DPOGS214016-TA 45.965 HMEL032455g1.t1 49.792 lac1599.14.mRNA 49.386 leptidea_sinapisT00000008007 44.623 KPJ09699.1 50.083 pse198.51
XM_004922314.2 50.662 47.576 cce8343.8.mRNA 51.031 DPOGS214012-TA 49.312 HMEL032451g1.t1 51.459 lac1599.6.mRNA 48.614 leptidea_sinapisT00000001564 51.018 KPJ09694.1 49.465 pse198.44
XM_004922315.2 59.679 54.976 cce8343.10.mRNA 57.473 DPOGS208404-TA 58.732 HMEL032450g1.t1 61.000 lac1599.7.mRNA 61.000 leptidea_sinapisT00000014670 52.444 KPJ09692.1 58.374 pse198.43
XM_004922318.2 48.883 48.931 cce5061.9.mRNA 45.192 DPOGS208417-TA 46.557 HMEL020811g1.t1 54.336 lac741.24.mRNA 48.579 leptidea_sinapisT00000003886 52.857 KPJ09670.1 44.488 pse198.26
XM_004922326.2 60.724 48.543 cce2773.3.mRNA 42.903 DPOGS208328-TA 46.172 HMEL013982g1.t1 52.518 lac1350.24.mRNA 51.140 leptidea_sinapisT00000001977 50.511 KPJ09647.1 46.243 pse198.12
XM_004922329.2 53.373 49.686 cce2773.6.mRNA 47.603 DPOGS208341-TA 46.970 HMEL032425g1.t1 55.640 lac1350.23.mRNA 44.314 leptidea_sinapisT00000014823 50.240 KPJ09645.1 49.990 pse198.10
XM_004922331.2 45.070 44.890 cce2773.7.mRNA 48.702 DPOGS208327-TA 40.349 HMEL013984g1.t1 43.182 lac1350.22.mRNA 41.141 leptidea_sinapisT00000020845 42.221 KPJ09644.1 46.625 pse198.9
XM_004922334.2 57.361 47.468 cce26386.1.mRNA 56.030 DPOGS210157-TA 58.213 HMEL011982g1.t1 57.190 lac1350.16.mRNA 56.744 leptidea_sinapisT00000019853 58.755 KPJ09638.1 54.637 pse67313.1
XM_004922335.1 61.000 59.238 cce2510.6.mRNA 53.862 DPOGS211776-TA 58.115 HMEL032412g1.t1 59.359 lac1350.8.mRNA 53.436 leptidea_sinapisT00000007537 57.147 KPJ09625.1 55.296 pse1212.7
XM_004922336.1 59.208 59.845 cce2510.8.mRNA 61.000 DPOGS211775-TA 54.448 HMEL006433g1.t1 57.209 lac1350.5.mRNA 59.283 leptidea_sinapisT00000018349 59.266 KPJ09623.1 59.116 pse1212.10
XM_004922344.2 52.362 54.852 cce2510.12.mRNA 53.145 DPOGS211788-TA 48.411 HMEL007945g1.t1 52.616 lac358.16.mRNA 49.880 leptidea_sinapisT00000008218 50.416 KPJ09617.1 51.835 pse740.4
XM_004922345.2 54.412 54.494 cce21867.1.mRNA 48.690 DPOGS211769-TA 54.804 HMEL007943g1.t1 56.959 lac358.14.mRNA 47.956 leptidea_sinapisT00000000311 54.908 KPJ09615.1 54.630 pse63.2
XM_004922349.2 43.971 38.399 cce2510.17.mRNA 47.249 DPOGS211793-TA 39.857 HMEL007939g1.t1 54.764 lac358.10.mRNA 48.961 leptidea_sinapisT00000015399 46.951 KPJ09608.1 47.577 pse63.7
XM_004922350.2 57.651 38.266 cce2510.19.mRNA 52.984 DPOGS211794-TA 60.901 HMEL007937g1.t1 55.335 lac358.7.mRNA 54.197 leptidea_sinapisT00000014528 57.032 KPJ09606.1 55.917 pse63.9
XM_004922353.2 58.363 33.223 cce3842.2.mRNA 55.859 DPOGS214388-TA 49.337 HMEL032397g1.t1 54.230 lac6988.8.mRNA 51.755 leptidea_sinapisT00000012484 57.916 KPJ12480.1 54.609 pse519.2
XM_004922359.2 55.432 53.300 cce16072.1.mRNA 59.801 DPOGS214307-TA 56.991 HMEL003461g2.t1 55.018 lac62.39.mRNA 46.317 leptidea_sinapisT00000003343 52.661 KPJ12491.1 60.568 pse519.10
XM_004922369.2 51.957 52.082 cce4619.4.mRNA 58.110 DPOGS214382-TA 47.150 HMEL003359g1.t1 55.714 lac62.47.mRNA 53.048 leptidea_sinapisT00000017901 57.935 KPJ10510.1 49.155 pse3779.4
XM_004922372.2 55.366 42.928 cce4619.2.mRNA 56.457 DPOGS214381-TA 49.329 HMEL003357g1.t1 35.927 lac62.49.mRNA 46.350 leptidea_sinapisT00000006074 53.644 KPJ10507.1 50.786 pse7205.21
XM_004922391.2 54.365 51.228 cce91164.19.mRNA 59.073 DPOGS214359-TA 52.358 HMEL004719g1.t1 61.000 lac62.59.mRNA 56.529 leptidea_sinapisT00000010729 53.090 KPJ10489.1 55.901 pse7205.8
XM_004922393.2 54.055 41.094 cce1074.1.mRNA 61.000 DPOGS214331-TA 47.839 HMEL032365g1.t1 53.590 lac62.65.mRNA 56.536 leptidea_sinapisT00000014828 61.000 KPJ10483.1 61.000 pse7205.1
XM_004922394.2 56.354 45.977 cce1074.2.mRNA 56.848 DPOGS214357-TA 50.427 HMEL007605g1.t1 58.255 lac62.66.mRNA 56.277 leptidea_sinapisT00000000706 59.774 KPJ10481.1 53.679 pse16.1
XM_004922402.2 51.106 47.913 cce91164.10.mRNA 48.691 DPOGS214321-TA 43.251 HMEL006358g1.t1 57.689 lac62.80.mRNA 49.747 leptidea_sinapisT00000014737 51.216 KPJ10466.1 48.612 pse279.14
XM_004922403.1 55.596 56.611 cce91164.9.mRNA 53.769 DPOGS214363-TA 47.299 HMEL006359g1.t1 61.000 lac62.81.mRNA 57.453 leptidea_sinapisT00000011916 52.949 KPJ10467.1 56.306 pse279.15
XM_004922407.2 61.000 48.124 cce91164.5.mRNA 46.719 DPOGS214360-TA 47.557 HMEL032371g1.t1 52.412 lac62.85.mRNA 53.279 leptidea_sinapisT00000020144 55.416 KPJ10471.1 61.000 pse279.18
XM_004922408.1 58.646 49.718 cce91164.3.mRNA 58.508 DPOGS214335-TA 56.481 HMEL004782g1.t1 60.613 lac62.86.mRNA 55.208 leptidea_sinapisT00000016444 56.706 KPJ10461.1 56.800 pse279.19
XM_004922417.2 52.180 43.376 cce40452.1.mRNA 57.339 DPOGS214348-TA 58.360 HMEL032353g1.t1 58.087 lac62.94.mRNA 54.514 leptidea_sinapisT00000005739 58.282 KPJ10451.1 49.959 pse279.27
XM_004922419.1 58.093 52.686 cce820.2.mRNA 55.622 DPOGS214340-TA 50.892 HMEL032351g1.t1 57.327 lac62.96.mRNA 59.190 leptidea_sinapisT00000011191 54.930 KPJ10447.1 56.888 pse4386.2
XM_004922420.2 58.397 53.457 cce8343.5.mRNA 53.833 DPOGS214015-TA 58.653 HMEL013814g1.t1 55.099 lac1599.2.mRNA 57.397 leptidea_sinapisT00000015619 51.378 KPJ09697.1 53.285 pse198.49
XM_004922424.2 57.153 57.601 cce8343.15.mRNA 56.600 DPOGS208407-TA 51.905 HMEL003388g4.t1 58.041 lac1599.12.mRNA 56.549 leptidea_sinapisT00000001635 56.957 KPJ09685.1 55.469 pse198.40
